Node,Element Type,BACnet Object Name,BACnet Object Identifier,Text,Link Target,Center X,Center Y,Left,Top,Width,Height,Center X %,Center Y %,Hidden,Note
410,Value Display,NAE6/Programming.Data Points.ECP-AUX-KWpTon,AV:3000030,,,716.0,322.5,696.7,314.4,38.7,16.2,41.29,40.46,,
411,Value Display,NAE6/Field Bus2.TF8-KW.AI-5,AI:3032494,,,1479.0,537.5,1464.4,529.5,29.2,16.0,85.29,67.44,,
412,Value Display,NAE6/Field Bus2.LP8-KW.AI-5,AI:3029508,,,1020.0,149.5,1005.4,141.5,29.2,16.0,58.82,18.76,,
413,Value Display,NAE6/Field Bus1.CH2-BACnet.AV-5,AV:3054041,,,272.0,264.5,259.4,257.4,25.1,14.2,15.69,33.19,,
414,Value Display,NAE6/Field Bus1.FEC-TF.TF3-SS,BO:3052885,,,420.0,532.5,405.2,526.2,29.6,12.5,24.22,66.81,,
415,Value Display,NAE6/Field Bus1.FEC-LP.LP8-SS,BO:3054393,,,1024.0,177.5,1009.2,171.2,29.6,12.5,59.05,22.27,,
416,Value Display,NAE6/Field Bus2.FEC-CH6.Parameters.CH6-%LOAD,AV:3027076,,,1217.1,292.5,1193.0,285.9,48.2,13.1,70.19,36.7,,
417,Value Display,NAE6/Field Bus1.FEC-LP.LP4-SS,BO:3052972,,,799.0,177.5,784.2,171.2,29.6,12.5,46.08,22.27,,
418,Value Display,NAE6/Field Bus1.FEC-CH1.CH1-F,AI:3052819,,,156.0,213.5,136.5,206.0,39.0,15.0,9.0,26.79,,
419,Value Display,NAE6/Field Bus1.TP4-KW.AI-5,AI:3053822,,,813.0,526.5,798.4,518.5,29.2,16.0,46.89,66.06,,
420,Value Display,NAE6/Field Bus1.FEC-LP.LP2-SS,BO:3052988,,,693.0,177.5,678.2,171.2,29.6,12.5,39.97,22.27,,
421,Value Display,NAE6/Field Bus1.FEC-AH1.ADS-BLW,BO:3052864,,,699.0,60.5,684.5,54.7,28.9,11.6,40.31,7.59,,
