Node,Element Type,BACnet Object Name,BACnet Object Identifier,Text,Link Target,Center X,Center Y,Left,Top,Width,Height,Center X %,Center Y %,Hidden,Note
1,State Indicator (Square),NAE189/Field Bus1.GTP-TRT48.TW48-BLWDWN-S,BI:3002967,,,580.5,243.0,557.0,232.0,47.0,22.0,38.62,31.64,,
2,State Indicator (Square),NAE189/Field Bus1.GTP-TOWER48.TW5-V,BO:3003171,,,676.5,144.0,657.1,134.4,38.8,19.1,45.01,18.75,,
3,State Indicator (Square),NAE189/Field Bus1.GTP-TRT48.CW-SANDFLTR-BW,BI:3002970,,,1273.5,633.0,1261.5,625.7,24.0,14.6,84.73,82.42,,
4,State Indicator (Circle),NAE189/Field Bus1.GTP-TRT23.TW23-BLWDWN-S,BI:3002514,,,476.5,175.0,468.2,166.6,16.7,16.7,31.7,22.78,,
5,State Indicator (Square),NAE189/Field Bus1.GTP-TOWER48.TW8-V,BO:3003191,,,1084.5,144.0,1065.1,134.4,38.8,19.1,72.16,18.75,,
6,State Indicator (Square),NAE189/Field Bus1.GTP-LP.LP4-VLV,BO:3002711,,,52.5,714.5,32.5,705.0,40.0,19.0,3.49,93.03,,
7,State Indicator (Square),NAE189/Field Bus1.GTP-LP.CW-BLWDWN,BO:3002712,,,1251.5,722.0,1232.8,713.9,37.5,16.2,83.27,94.01,,
8,State Indicator (Square),NAE189/Field Bus1.GTP-TOWER48.TW7-V,BO:3003180,,,948.5,144.0,929.1,134.4,38.8,19.1,63.11,18.75,,
9,State Indicator (Square),NAE189/Programming.Data Points.INLET-CLG-S,BV:3003885,,,1436.0,400.5,1385.5,374.0,101.0,53.0,95.54,52.15,,
10,State Indicator (Square),NAE189/Field Bus1.GTP-TOWER48.TW4-V,BO:3003170,,,546.5,144.0,527.1,134.4,38.8,19.1,36.36,18.75,,
11,State Indicator (Triangle),NAE189/Field Bus1.GTP-CH3.Parameters.CH3-ALARM,MV:3002825,,,302.5,466.0,294.9,458.7,15.2,14.6,20.13,60.68,,
12,State Indicator (Square),NAE189/Field Bus1.GTP-TRT23.TW23-BLWDWN-S,BI:3002514,,,52.0,307.0,28.5,296.0,47.0,22.0,3.46,39.97,,
13,State Indicator (Square),NAE189/Field Bus1.GTP-LP.LP3-VLV,BO:3002716,,,129.5,714.5,109.5,705.0,40.0,19.0,8.62,93.03,,
14,State Indicator (Circle),NAE189/Field Bus1.GTP-TRT48.TW48-BLWDWN-S,BI:3002967,,,1312.5,179.0,1304.2,170.7,16.7,16.7,87.33,23.31,,
15,State Indicator (Square),NAE189/Field Bus1.GTP-TOWER48.TW6-V,BO:3003172,,,812.5,144.0,793.1,134.4,38.8,19.1,54.06,18.75,,
16,State Indicator (Square),NAE189/Field Bus1.GTP-CH4.CH4-ENABLE,BO:3002871,,,625.5,534.1,596.6,512.0,57.7,44.1,41.62,69.54,,
17,State Indicator (Square),NAE189/Field Bus1.GTP-CH5.CH5-ENABLE,BO:3002926,,,950.5,534.0,921.6,511.9,57.7,44.1,63.24,69.53,,
18,State Indicator (Square),NAE189/Field Bus1.GTP-CH3.CH3-ENABLE,BO:3002758,,,316.0,521.0,292.5,502.9,47.0,36.3,21.02,67.84,,
19,State Indicator (Triangle),NAE189/Field Bus1.GTP-CH1.Parameters.CH1-SMRT-ALARM,MV:3002790,,,132.5,451.0,124.9,443.7,15.2,14.6,8.82,58.72,,
20,State Indicator (Triangle),NAE189/Field Bus1.GTP-TRT48.CW-CLO2-ALARM,BI:3002968,,,1460.5,694.0,1452.5,687.5,16.0,13.0,97.17,90.36,,
21,State Indicator (Square),NAE189/Field Bus1.GTP-CH1.CH1-ENABLE,BO:3002738,,,85.1,433.5,67.6,415.0,34.9,37.0,5.66,56.45,,
22,State Indicator (Square),NAE189/Field Bus1.GTP-LP.LP2-VLV,BO:3002713,,,205.5,714.5,185.5,705.0,40.0,19.0,13.67,93.03,,
23,State Indicator (Square),NAE189/Field Bus1.GTP-LP.LP1-VLV,BO:3002714,,,290.5,714.5,270.5,705.0,40.0,19.0,19.33,93.03,,
24,State Indicator (Square),NAE189/Field Bus1.GTP-CH3.CH3-STMBLW-V,BO:3004334,,,470.5,449.8,451.8,442.1,37.4,15.6,31.3,58.57,,
25,Fan Animation,NAE189/Field Bus1.GTP-TRT23.TW23-INHIB-S,BI:3002513,,,476.5,194.0,464.7,184.0,23.5,19.9,31.7,25.26,,
26,Fan Animation,NAE189/Field Bus1.GTP-TOWER48.TF7-S,BI:3003174,,,989.5,62.0,974.2,50.0,30.5,24.0,65.83,8.07,,
27,Fan Animation,NAE45/Field Bus1.AH-2.BP-S,BI:3219184,,,1361.5,326.0,1347.9,314.2,27.2,23.5,90.59,42.45,,Point on NAE45 (outside the five controllers)
28,Fan Animation,NAE189/Field Bus1.GTP-TRT23.TW23-NONOX-S,BI:3002515,,,476.5,232.0,464.7,222.0,23.5,19.9,31.7,30.2,,
29,Fan Animation,NAE189/Field Bus1.GTP-BP.BP2-S,BI:3002501,,,1244.5,559.0,1232.1,548.6,24.8,20.8,82.8,72.79,,
30,Fan Animation,NAE189/Field Bus1.GTP-AH5.AH5 SF-S,BI:3003000,,,1399.5,451.0,1391.5,442.5,16.0,17.0,93.11,58.72,,
31,Fan Animation,NAE189/Field Bus1.GTP-CH3.CH3-S,BI:3002756,,,372.5,488.0,344.0,465.5,57.0,45.0,24.78,63.54,,
32,Fan Animation,NAE189/Field Bus1.GTP-TOWER48.TF6-S,BI:3003178,,,853.5,62.0,838.2,50.0,30.5,24.0,56.79,8.07,,
33,Fan Animation,NAE189/Field Bus1.GTP-LP.LP1-S,BI:3002644,,,333.5,698.0,317.3,682.5,32.3,31.0,22.19,90.89,,
34,Fan Animation,NAE189/Field Bus1.GTP-TRT23.TW23-OX-S,BI:3002519,,,476.5,214.0,464.7,204.0,23.5,19.9,31.7,27.86,,
35,Fan Animation,NAE189/Field Bus1.GTP-TRT23.TW23-CHMP-S,BI:3002512,,,420.5,267.0,410.0,256.3,21.0,21.4,27.98,34.77,,
36,Fan Animation,NAE189/Field Bus1.GTP-AH5.AH5 UH-SS,BO:3002994,,,401.5,324.0,388.8,312.6,25.3,22.9,26.71,42.19,,
37,Fan Animation,NAE189/Field Bus1.GTP-CH5.CH5-S,BI:3002924,,,1021.5,495.0,986.7,466.0,69.5,57.9,67.96,64.45,,
38,Fan Animation,NAE189/Field Bus1.GTP-CH3.CH3-TP3-S,BI:3002750,,,277.5,302.0,258.0,286.5,39.0,31.0,18.46,39.32,,
39,Fan Animation,NAE189/Field Bus1.GTP-CH5.CH5-CP5-S,BI:3002920,,,1013.4,604.0,996.3,589.3,34.2,29.5,67.42,78.65,,
40,Fan Animation,NAE189/Field Bus1.GTP-TRT48.TW48-INHIB-S,BI:3002966,,,1312.5,198.0,1300.7,188.0,23.5,19.9,87.33,25.78,,
41,Fan Animation,NAE189/Field Bus1.GTP-TRT48.CW-SANDFLTR-PUMP,BI:3003019,,,1300.5,652.0,1291.5,644.0,18.0,16.0,86.53,84.9,,
42,Fan Animation,NAE189/Field Bus1.GTP-TRT48.TW48-OX-S,BI:3002977,,,1312.5,218.0,1300.7,208.0,23.5,19.9,87.33,28.39,,
43,Fan Animation,NAE189/Field Bus1.GTP-CH1.CH1-TP2-S,BI:3002726,,,102.5,310.6,88.9,296.2,27.3,28.8,6.82,40.44,,
44,Fan Animation,NAE189/Field Bus1.GTP-TRT48.TW48-NONOX-S,BI:3002973,,,1312.5,236.0,1300.7,226.0,23.5,19.9,87.33,30.73,,
45,Fan Animation,NAE189/Field Bus1.GTP-CH4.CH4-CP4-S,BI:3002865,,,690.5,604.0,673.4,589.3,34.2,29.5,45.94,78.65,,
46,Fan Animation,NAE189/Field Bus1.GTP-TOWER23.TW3F1-S,BI:3002574,,,76.5,61.0,61.2,49.0,30.5,24.0,5.09,7.94,,
47,Fan Animation,NAE189/Field Bus1.GTP-CH1.CH1-S,BI:3002733,,,105.5,470.0,85.5,450.0,40.0,40.0,7.02,61.2,,
48,Fan Animation,NAE189/Programming.Data Points.INLET-CLG-S,BV:3003885,,,1331.5,409.0,1318.6,398.1,25.8,21.8,88.59,53.26,,
49,Fan Animation,NAE189/Field Bus1.GTP-TRT48.TW48-CHMP-S,BI:3002965,,,1244.5,273.0,1234.0,262.3,21.0,21.4,82.8,35.55,,
50,Fan Animation,NAE189/Field Bus1.GTP-TRT48.CW-CHMP-S,BI:3004338,,,1371.7,622.2,1361.9,615.0,19.6,14.5,91.26,81.02,,
51,Fan Animation,NAE189/Field Bus1.GTP-CH4.CH4-S,BI:3002869,,,696.5,495.0,661.7,466.0,69.5,57.9,46.34,64.45,,
52,Fan Animation,NAE189/Field Bus1.GTP-TOWER23.TW2F1-S,BI:3002555,,,282.5,61.0,267.2,49.0,30.5,24.0,18.8,7.94,,
53,Fan Animation,NAE189/Field Bus1.GTP-TOWER23.TW3F2-S,BI:3002571,,,140.5,61.0,125.2,49.0,30.5,24.0,9.35,7.94,,
54,Fan Animation,NAE189/Field Bus1.GTP-TOWER23.TW2F2-S,BI:3002558,,,351.5,61.0,336.2,49.0,30.5,24.0,23.39,7.94,,
55,Fan Animation,NAE189/Field Bus1.GTP-TRT23.TW23-ACID-S,BI:3002518,,,476.5,157.0,464.7,147.0,23.5,19.9,31.7,20.44,,
56,Fan Animation,NAE189/Field Bus1.GTP-LP.LP3-S,BI:3002630,,,172.5,698.0,156.3,682.5,32.3,31.0,11.48,90.89,,
57,Fan Animation,NAE189/Field Bus1.GTP-AH5.AH5 BP3-S,BI:3003008,,,1259.5,469.0,1248.9,459.0,21.1,20.0,83.8,61.07,,
58,Fan Animation,NAE189/Field Bus1.GTP-LP.LP4-S,BI:3002634,,,94.5,698.0,78.3,682.5,32.3,31.0,6.29,90.89,,
59,Fan Animation,NAE189/Field Bus1.GTP-CH3.CH3-CP3-S,BI:3002752,,,366.5,587.0,352.9,572.6,27.3,28.8,24.38,76.43,,
60,Fan Animation,NAE189/Field Bus1.GTP-TOWER48.TF5-S,BI:3003177,,,717.5,62.0,702.2,50.0,30.5,24.0,47.74,8.07,,
61,Fan Animation,NAE189/Field Bus1.GTP-TOWER48.TP4-S,BI:3003195,,,1052.5,264.0,1035.0,247.5,34.9,32.9,70.03,34.38,,
62,Fan Animation,NAE189/Field Bus1.GTP-TOWER48.TF8-S,BI:3003182,,,1128.0,60.9,1112.7,48.9,30.5,24.0,75.05,7.93,,
63,Fan Animation,NAE189/Field Bus1.GTP-TOWER48.TP5-S,BI:3003197,,,1084.5,264.0,1067.0,247.5,34.9,32.9,72.16,34.38,,
64,Fan Animation,NAE189/Field Bus1.GTP-LP.LP2-S,BI:3002650,,,247.5,698.0,231.3,682.5,32.3,31.0,16.47,90.89,,
65,Fan Animation,NAE189/Field Bus1.GTP-CH1.CH1-CP1-S,BI:3002734,,,106.5,585.0,92.9,570.6,27.3,28.8,7.09,76.17,,
66,Fan Animation,NAE189/Field Bus1.GTP-TOWER48.TF4-S,BI:3003162,,,584.5,63.0,569.2,51.0,30.5,24.0,38.89,8.2,,
67,Fan Animation,NAE189/Field Bus1.GTP-TRT48.TW48-ACID-S,BI:3002976,,,1312.5,161.0,1300.7,151.1,23.5,19.9,87.33,20.97,,
68,Fan Animation,NAE189/Field Bus1.GTP-BP.BP1-S,BI:3002497,,,1244.5,540.0,1232.1,529.6,24.8,20.8,82.8,70.31,,
69,Value Display,NAE189/Field Bus1.GTP-LP.LP1-VLV,BO:3002714,,,290.5,714.5,273.5,708.2,34.0,12.6,19.33,93.03,,
70,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW4S-T,AI:3003205,,,613.5,165.0,596.7,157.7,33.6,14.5,40.82,21.48,,
71,Value Display,NAE189/Field Bus1.GTP-CH1.Parameters.Alarm Reset,MV:3002788,,,167.7,400.0,152.8,393.0,29.7,13.9,11.16,52.08,,
72,Value Display,NAE189/Field Bus1.GTP-CH1.CH1-TW-F,AI:3002729,,,126.5,352.0,103.1,345.5,46.8,13.0,8.42,45.83,,
73,Value Display,NAE189/Field Bus1.GTP-CH4.CH4-CHW-F,AI:3002864,,,765.5,602.0,740.6,595.5,49.8,13.0,50.93,78.39,,
74,Value Display,NAE189/Field Bus1.GTP-LP.Parameters.LPSC SL-OUTSTATE,MV:3003865,,,598.5,694.1,576.6,688.2,43.8,11.8,39.82,90.38,,
75,Value Display,NAE189/Field Bus1.GTP-CH5.CH5-TW-F,AI:3002932,,,823.7,333.0,800.0,326.5,47.5,13.0,54.81,43.36,,
76,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW2R-T,AI:3002566,,,243.5,144.0,226.7,136.7,33.6,14.5,16.2,18.75,,
77,Value Display,NAE189/Field Bus1.GTP-LP.PCWS-T,AI:3002643,,,1336.5,724.0,1319.7,716.7,33.6,14.5,88.92,94.27,,
78,Value Display,NAE189/Field Bus1.GTP-CH4.CH4-HAND,BI:3002861,,,625.5,534.0,608.8,528.6,33.4,10.8,41.62,69.53,,
79,Value Display,NAE189/Field Bus1.GTP-TOWER23.Parameters.TF-TWST-WSP,AV:3002598,,,285.5,226.0,267.5,218.7,36.1,14.6,19.0,29.43,,
80,Value Display,NAE45/Field Bus1.AH-2.BCW-DP,AI:3219183,,,1356.3,344.0,1335.0,337.2,42.5,13.6,90.24,44.79,,Point on NAE45 (outside the five controllers)
81,Value Display,NAE189/Field Bus1.GTP-LP.LP3-SS,BO:3002651,,,141.5,676.0,123.5,669.4,36.1,13.2,9.41,88.02,,
82,Value Display,NAE189/Field Bus1.GTP-CH1.CH1-AUTO,BI:3002735,,,85.1,422.0,72.4,417.5,25.4,9.0,5.66,54.95,,
83,Value Display,NAE189/Field Bus1.GTP-BP.INCWS-T2,AI:3002495,,,1369.5,409.0,1355.6,402.9,27.8,12.3,91.12,53.26,,
84,Value Display,NAE189/Programming.PCW Data.GTP-TF-KWpTon,AV:3002842,,,1450.5,294.0,1431.0,286.7,39.0,14.6,96.51,38.28,,
85,Value Display,NAE189/Field Bus1.GTP-TOWER48.Parameters.TW8-OAWB,AV:3003211,,,1262.5,59.0,1246.5,51.9,32.1,14.2,84.0,7.68,,
86,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW2-LVL,AI:3002559,,,411.5,100.0,393.3,93.1,36.3,13.7,27.38,13.02,,
87,Value Display,NAE189/Field Bus1.GTP-CH4.CH4-TWR-T2,AI:3002870,,,606.5,352.0,589.7,344.7,33.6,14.5,40.35,45.83,,
88,Value Display,NAE189/Field Bus2.BNET-CH5.TURBINE SPEED,AV:3008239,,,1020.0,425.9,993.5,418.6,53.0,14.7,67.86,55.46,,
89,Value Display,NAE189/Field Bus1.GTP-TOWER48.Parameters.CH45-TW-F,AV:3003363,,,884.3,277.0,857.1,268.0,54.4,18.0,58.84,36.07,,
90,Value Display,NAE189/Field Bus1.GTP-CH4.CH4-AUTO,BI:3002858,,,625.5,521.0,608.8,515.6,33.4,10.8,41.62,67.84,,
91,Value Display,NAE45/Programming.Weather Station.OA-RH,AV:3021784,,,1448.5,100.0,1428.4,91.6,40.1,16.8,96.37,13.02,,Point on NAE45 (outside the five controllers)
92,Value Display,NAE189/Programming.Data Points.PCW-LOAD,AV:3017287,,,714.0,693.0,667.5,685.5,93.0,15.0,47.5,90.23,,
93,Value Display,NAE189/Field Bus1.GTP-CH4.CH4-STM-F,AI:3002859,,,788.2,481.0,764.1,473.5,48.2,15.0,52.45,62.63,,
94,Value Display,NAE189/Field Bus1.GTP-TOWER48.TP4-SS,BO:3003199,,,1014.5,246.0,996.5,239.4,36.1,13.2,67.5,32.03,,
95,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW4-V,BO:3003170,,,546.5,144.0,529.5,137.7,34.0,12.6,36.36,18.75,,
96,Value Display,NAE189/Field Bus1.GTP-TOWER48.TF8-SS,BO:3003184,,,1128.0,29.9,1109.9,23.3,36.1,13.2,75.05,3.89,,
97,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW23MU-V,AO:3002554,,,58.5,192.0,30.6,185.2,55.8,13.5,3.89,25.0,,
98,Value Display,NAE189/Field Bus1.GTP-CH4.CH4-CHWR-T,AI:3002876,,,665.5,576.0,648.7,568.7,33.6,14.5,44.28,75.0,,
99,Value Display,NAE45/Field Bus1.AH-2.BP-O,AO:3219413,,,1359.5,304.0,1344.5,297.4,30.0,13.2,90.45,39.58,,Point on NAE45 (outside the five controllers)
100,Value Display,NAE189/Field Bus1.GTP-LP.Parameters.LPSC-LOL,AV:3002688,,,598.5,726.0,576.6,720.1,43.8,11.8,39.82,94.53,,
101,Value Display,NAE189/Field Bus1.GTP-CH1.CH1-CHWS-T,AI:3002731,,,157.5,558.0,140.7,550.7,33.6,14.5,10.48,72.66,,
102,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW8-OADB,AI:3003166,,,1262.5,31.0,1246.5,23.9,32.1,14.2,84.0,4.04,,
103,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW6-V,BO:3003172,,,812.5,144.0,795.5,137.7,34.0,12.6,54.06,18.75,,
104,Value Display,NAE189/Field Bus1.GTP-LP.CWMU-V2,AO:3002637,,,1140.5,709.0,1113.3,702.6,54.5,12.8,75.88,92.32,,
105,Value Display,NAE189/Field Bus1.GTP-LP.LCWS-P,AI:3002646,,,1456.5,718.0,1440.9,711.9,31.2,12.3,96.91,93.49,,
106,Value Display,NAE189/Field Bus2.BNET-CH1.AV-6,AV:3006795,,,63.5,558.0,53.4,552.0,20.2,12.0,4.22,72.66,,
107,Value Display,NAE189/Field Bus2.BNET-CH4.EVAPORATOR PRESSURE,AV:3007433,,,608.5,467.0,586.5,460.3,44.0,13.3,40.49,60.81,,
108,Value Display,NAE189/Field Bus1.GTP-CH4.Parameters.CH4-RDY-TO-RUN,MV:3002898,,,698.6,379.9,681.7,372.8,33.7,14.2,46.48,49.46,,
109,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW48MU-V,AO:3003150,,,738.5,254.0,710.6,247.2,55.8,13.5,49.14,33.07,,
110,Value Display,NAE189/Field Bus1.GTP-LP.BCWR-T5,AI:3004345,,,1179.5,584.0,1165.6,577.9,27.8,12.3,78.48,76.04,,
111,Value Display,NAE189/Field Bus1.GTP-BP.EMCWR-T,AI:3002508,,,1234.5,333.0,1220.6,326.9,27.8,12.3,82.14,43.36,,
112,Value Display,NAE189/Field Bus2.BNET-CH1.AV-112,AV:3006818,,,56.0,462.9,36.5,456.2,39.0,13.2,3.73,60.27,,
113,Value Display,NAE189/Field Bus2.BNET-CH3.TURBINE INLET STEAM TEMP,AV:3007343,,,511.5,429.0,494.7,422.0,33.6,14.0,34.03,55.86,,
114,Value Display,NAE189/Field Bus1.GTP-TOWER48.TF5-SC,AO:3003200,,,717.5,45.0,699.5,38.4,36.1,13.2,47.74,5.86,,
115,Value Display,NAE189/Field Bus1.GTP-LP.LP1-SS,BO:3002645,,,301.5,675.9,283.5,669.3,36.1,13.2,20.06,88.01,,
116,Value Display,NAE189/Field Bus1.GTP-CH5.CH5-CHWS-T,AI:3002923,,,1074.5,576.0,1057.7,568.7,33.6,14.5,71.49,75.0,,
117,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW3R-T,AI:3002567,,,53.5,145.0,36.7,137.7,33.6,14.5,3.56,18.88,,
118,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW23BYP-V,AO:3002572,,,168.5,183.0,140.6,176.2,55.8,13.5,11.21,23.83,,
119,Value Display,NAE189/Field Bus1.GTP-CH4.Parameters.CH4-LOAD,AV:3002885,,,629.5,410.9,598.5,401.9,62.0,18.0,41.88,53.5,,
120,Value Display,NAE189/Field Bus1.GTP-TRT23.TW23-CHMP-SC,AO:3002526,,,451.5,294.2,433.5,287.6,36.1,13.2,30.04,38.31,,
121,Value Display,NAE189/Field Bus1.GTP-CH3.CH3-CHWR-T,AI:3002762,,,350.5,560.0,333.7,552.7,33.6,14.5,23.32,72.92,,
122,Value Display,NAE189/Programming.PCW Data.GTP-COMP-HkWpTon,AV:3004340,,,1450.5,201.0,1431.0,193.7,39.0,14.6,96.51,26.17,,
123,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW6R-T,AI:3003157,,,813.5,165.0,796.7,157.7,33.6,14.5,54.13,21.48,,
124,Value Display,NAE189/Field Bus1.GTP-CH1.CH1-HAND,BI:3002725,,,85.1,432.0,72.4,427.5,25.4,9.0,5.66,56.25,,
