Controller,Object Name,Object Identifier,Display Name,Description
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.CH LIQ FLOW SWITCH STAT,BV:3051087,CH LIQ FLOW SWITCH STAT,Chilled Liquid Flow Switch
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.CH LIQ PUMP STAT,BV:3051084,CH LIQ PUMP STAT,Chilled Liquid Pump
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.CND FLOW SWITCH STAT,BV:3051088,CND FLOW SWITCH STAT,Condenser Liquid Flow Switch
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.CND LIQ PUMP STAT,BV:3051090,CND LIQ PUMP STAT,Condenser Liquid Pump
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.COMPR MOTOR STATUS,BV:3051083,COMPR MOTOR STATUS,Motor Run
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.COND LVL CTRL VLV CMD,AV:3051117,COND LVL CTRL VLV CMD,Condenser Level Control Valve Command
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.COND REF LEVEL CNTRL MODE,BV:3051089,COND REF LEVEL CNTRL MODE,Condenser Level Control Valve Mode
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.COND REFRIGERANT LEVEL,AV:3051079,COND REFRIGERANT LEVEL,Condenser Refrigerant Level
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.COND REFRIGERANT LEVEL SP,AV:3051125,COND REFRIGERANT LEVEL SP,Condenser Active Level Setpoint
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.COND SATURATION TEMP,AV:3051077,COND SATURATION TEMP,Condenser Saturation Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.COND SMALL TEMP DIFF,AV:3051140,COND SMALL TEMP DIFF,Condenser Small Temp Difference
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.CONDENSER PRESSURE,AV:3051065,CONDENSER PRESSURE,Condenser Pressure
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.DELTA P DIV P,AV:3051144,DELTA P DIV P,Delta P / P
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.DISCHARGE SUPERHEAT,AV:3051141,DISCHARGE SUPERHEAT,Discharge Superheat
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.DISCHARGE TEMP,AV:3051066,DISCHARGE TEMP,Discharge Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.DROP LEG REFRIG TEMP,AV:3051126,DROP LEG REFRIG TEMP,Drop Leg Refrigerant Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.ENTERING CH LIQ TEMP,AV:3051061,ENTERING CH LIQ TEMP,Entering Chilled Liquid Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.ENTERING COND WATER TEMP,AV:3051063,ENTERING COND WATER TEMP,Entering Condenser Liquid Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.EQ Port Locked Protocol,MV:3051151,EQ Port Locked Protocol,EQ Port Locked Protocol
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.EVAP REFRIGERANT TEMP,AV:3051067,EVAP REFRIGERANT TEMP,Evaporator Refrigerant Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.EVAP SATURATION TEMP,AV:3051076,EVAP SATURATION TEMP,Evaporator Saturation Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.EVAP SMALL TEMP DIFF,AV:3051139,EVAP SMALL TEMP DIFF,Evaporator Small Temp Difference
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.EVAPORATOR PRESSURE,AV:3051064,EVAPORATOR PRESSURE,Evaporator Pressure
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.HEAD PRESSURE,AV:3051145,HEAD PRESSURE,Head Pressure
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.INPUT CURRENT LMT ACTIVE,AV:3051075,INPUT CURRENT LMT ACTIVE,Active Input Current Limit
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.INPUT CURRENT PCT FLA,AV:3051078,INPUT CURRENT PCT FLA,Input % Full Load Amps
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.INPUT KWH LO,AV:3051127,INPUT KWH LO,Input Kilowatt Hours Low
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.INPUT KWH OFFSET,AV:3051128,INPUT KWH OFFSET,Input Kilowatt Hours Offset
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.LEAVING CH LIQ TEMP,AV:3051060,LEAVING CH LIQ TEMP,Leaving Chilled Liquid Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.LEAVING CH LIQ TEMP ACT SP,AV:3051074,LEAVING CH LIQ TEMP ACT SP,
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.LEAVING COND WATER TEMP,AV:3051062,LEAVING COND WATER TEMP,Leaving Condenser Liquid Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.MBC LEVITATION MODE,BV:3051118,MBC LEVITATION MODE,MBC Levitation Mode
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.MBC MOTOR SPEED,AV:3051131,MBC MOTOR SPEED,MBC Motor Speed
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.MBC ROTATION MODE,BV:3051119,MBC ROTATION MODE,MBC Rotation Mode
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.Model Number,MV:3051149,Model Number,Model Number
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.MOTOR COOLING VALVE CMD,AV:3051152,MOTOR COOLING VALVE CMD,Motor Cooling Valve Command
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.MOTOR CURRENT PCT FLA,AV:3051082,MOTOR CURRENT PCT FLA,Motor % Full Load Amps
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.MOTOR HOUSING TEMP,AV:3051120,MOTOR HOUSING TEMP,Motor Housing Temp
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.MTR WINDING AVG TEMP,AV:3051122,MTR WINDING AVG TEMP,Average Motor Winding Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.NUMBER OF STARTS,AV:3051081,NUMBER OF STARTS,Number Of Starts
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.OPERATING HOURS,AV:3051080,OPERATING HOURS,Operating Hours
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.OPERATING HOURS LO,AV:3051129,OPERATING HOURS LO,Operating Hours Low
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.OPERATING HOURS OFFSET,AV:3051130,OPERATING HOURS OFFSET,Operating Hours Offset
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.REM HEATING SP,AV:3051058,REM HEATING SP,Remote Heating Setpoint
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.REM LEAVING CHL TEMP SP,AV:3051056,REM LEAVING CHL TEMP SP,Remote Leaving Chilled Liquid Setpoint
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.REM RUN STOP CMD,BV:3051059,REM RUN STOP CMD,Remote Run/Stop
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.REMOTE INPUT CURRENT SP,AV:3051057,REMOTE INPUT CURRENT SP,Remote Input Current Limit Setpoint
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.RUN PERMISSIVE,BV:3051086,RUN PERMISSIVE,Run Permissive
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.SUBCOOLING TEMP,AV:3051143,SUBCOOLING TEMP,Subcooling Temperature
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.SUBCOOLLER EFFECTIVENESS,AV:3051142,SUBCOOLLER EFFECTIVENESS,Subcooler Effectiveness
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.SURGE COUNT,AV:3051113,SURGE COUNT,Surge Count
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT CONTROL SOURCE,MV:3051099,UNIT CONTROL SOURCE,Unit Control Source
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT CONTROL SOURCE AV,AV:3051100,UNIT CONTROL SOURCE AV,Unit Control Source AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT CYCLING FAULT CODE,MV:3051095,UNIT CYCLING FAULT CODE,Unit Cycling Fault Code
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT CYCLING FAULT CODE AV,AV:3051096,UNIT CYCLING FAULT CODE AV,Unit Cycling Fault Code AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT INTERNAL FAULT CODE,MV:3051105,UNIT INTERNAL FAULT CODE,Unit Internal Fault Code
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT INTERNAL FAULT CODE AV,AV:3051106,UNIT INTERNAL FAULT CODE AV,Unit Internal Fault Code AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT MODIFIED RUN CODE,MV:3051101,UNIT MODIFIED RUN CODE,Unit Modified Run Code
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT MODIFIED RUN CODE AV,AV:3051102,UNIT MODIFIED RUN CODE AV,Unit Modified Run Code AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT OPERATION CODE,MV:3051091,UNIT OPERATION CODE,Unit Operation Code
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT OPERATION CODE AV,AV:3051092,UNIT OPERATION CODE AV,Unit Operation Code AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT SAFETY FAULT CODE,MV:3051093,UNIT SAFETY FAULT CODE,Unit Safety Fault Code
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT SAFETY FAULT CODE AV,AV:3051094,UNIT SAFETY FAULT CODE AV,Unit Safety Fault Code AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT START INHIBIT CODE,MV:3051103,UNIT START INHIBIT CODE,Unit Start Inhibit Code
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT START INHIBIT CODE AV,AV:3051104,UNIT START INHIBIT CODE AV,Unit Start Inhibit Code AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT WARNING CODE,MV:3051097,UNIT WARNING CODE,Unit Warning Code
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UNIT WARNING CODE AV,AV:3051098,UNIT WARNING CODE AV,Unit Warning Code AV
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.Units,MV:3051148,Units,Units
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.UPS BATTERY VOLTAGE,AV:3051132,UPS BATTERY VOLTAGE,UPS Battery Voltage
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VGD POSITION,AV:3051124,VGD POSITION,VGD Position
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD COOLING SYS STAT,BV:3051085,VSD COOLING SYS STAT,VSD Cooling System
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD DC BUS VOLTAGE,AV:3051111,VSD DC BUS VOLTAGE,VSD DC Bus Voltage
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD INPUT KWH,AV:3051110,VSD INPUT KWH,VSD Input Kilowatt Hours
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD INPUT POWER,AV:3051109,VSD INPUT POWER,VSD Input Power
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD INPUT VOLTAGE L1,AV:3051112,VSD INPUT VOLTAGE L1,VSD L1 Input Voltage (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD INPUT VOLTAGE L2,AV:3051115,VSD INPUT VOLTAGE L2,VSD L2 Input Voltage (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD INPUT VOLTAGE L3,AV:3051116,VSD INPUT VOLTAGE L3,VSD L3 Input Voltage (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD INTERNAL AMBIENT TEMP 1,AV:3051123,VSD INTERNAL AMBIENT TEMP 1,VSD Internal Ambient Temperature 1
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD INTERNAL AMBIENT TEMP 2,AV:3051121,VSD INTERNAL AMBIENT TEMP 2,VSD Internal Ambient Temperature 2
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD OUTPUT FREQUENCY,AV:3051114,VSD OUTPUT FREQUENCY,VSD Output Frequency
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD OUTPUT VOLTAGE,AV:3051108,VSD OUTPUT VOLTAGE,VSD Output Voltage
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PH A INV BASEPLATE TEMP,AV:3051136,VSD PH A INV BASEPLATE TEMP,
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PH A REC BASEPLATE TEMP,AV:3051133,VSD PH A REC BASEPLATE TEMP,
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PH B INV BASEPLATE TEMP,AV:3051137,VSD PH B INV BASEPLATE TEMP,
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PH B REC BASEPLATE TEMP,AV:3051134,VSD PH B REC BASEPLATE TEMP,
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PH C INV BASEPLATE TEMP,AV:3051138,VSD PH C INV BASEPLATE TEMP,
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PH C REC BASEPLATE TEMP,AV:3051135,VSD PH C REC BASEPLATE TEMP,
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PHASE A OUTPUT CURRENT,AV:3051068,VSD PHASE A OUTPUT CURRENT,VSD Phase A Output Current (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PHASE B OUTPUT CURRENT,AV:3051069,VSD PHASE B OUTPUT CURRENT,VSD Phase B Output Current (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD PHASE C OUTPUT CURRENT,AV:3051070,VSD PHASE C OUTPUT CURRENT,VSD Phase C Output Current (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD RMS INPUT CURRENT L1,AV:3051071,VSD RMS INPUT CURRENT L1,VSD L1 Input Current (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD RMS INPUT CURRENT L2,AV:3051072,VSD RMS INPUT CURRENT L2,VSD L2 Input Current (RMS)
Hearnes-NAE171,NAE171/Field Bus2.BNET-CH3.VSD RMS INPUT CURRENT L3,AV:3051073,VSD RMS INPUT CURRENT L3,VSD L3 Input Current (RMS)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.OA-H,AI:3059153,HRN.OA-H,Hearnes Weather Station OA Humidity
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.OA-T,AI:3059154,HRN.OA-T,Hearnes Weather Station OA Temp
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.OAWB-T,AV:3059155,HRN.OAWB-T,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.%LD-1,AV:3050876,%LD-1,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.%LD-2,AV:3050875,%LD-2,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.%LD-TW-GPM-X1,AV:3050878,%LD-TW-GPM-X1,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.%LD-TW-GPM-X2,AV:3050877,%LD-TW-GPM-X2,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH1-%LOAD,AV:3050856,CH1-%LOAD,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH1-TP-START,MV:3050865,CH1-TP-START,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH1TF-START,BV:3056939,CH1TF-START,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH1TW-V,AV:3050859,CH1TW-V,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH2-%LOAD,AV:3050855,CH2-%LOAD,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH2-TP-START,MV:3050864,CH2-TP-START,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH2TF-START,BV:3056940,CH2TF-START,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH2TW-V,AV:3050858,CH2TW-V,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH3-%LOAD,AV:3050854,CH3-%LOAD,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH3-TP-START,MV:3050862,CH3-TP-START,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH3TF-START,BV:3056941,CH3TF-START,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH3TW-V,AV:3050860,CH3TW-V,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.CH123-TW-F,AV:3050867,CH123-TW-F,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.OADB-T,AV:3056926,OADB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.OAWB-T,AV:3050884,OAWB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.Pre PID TFSC-PB,AV:3050908,Pre PID TFSC-PB,
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.Pre PID TPSC-PB,AV:3052980,Pre PID TPSC-PB,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TBV-TWST-WSP,AV:3050895,TBV-TWST-WSP,Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TF-SC SL-OUTSTATE,MV:3050907,TF-SC SL-OUTSTATE,State
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TF-SC TUNING-RESET,BV:3050906,TF-SC TUNING-RESET,Application Tuning Reset
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TF-TWST-WSP,AV:3050897,TF-TWST-WSP,Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.Tower Circ,BV:3050857,Tower Circ,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.Tower Evaporation,AV:3050899,Tower Evaporation,Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TP1-SS-HWO,MV:3050866,TP1-SS-HWO,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TP2-SS-HWO,MV:3050863,TP2-SS-HWO,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TP-SC SL-OUTSTATE,MV:3050904,TP-SC SL-OUTSTATE,State
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TP-SC TUNING-RESET,BV:3050902,TP-SC TUNING-RESET,Application Tuning Reset
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TPSC-HIL,AV:3050868,TPSC-HIL,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TPSC-LOL,AV:3050869,TPSC-LOL,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TPSC-LOL-CIRC,AV:3052981,TPSC-LOL-CIRC,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TW-LVL-DF,AV:3050901,TW-LVL-DF,
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWBYP-V SL-OUTSTATE,MV:3050913,TWBYP-V SL-OUTSTATE,State
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWBYP-V TUNING-RESET,BV:3050912,TWBYP-V TUNING-RESET,Application Tuning Reset
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWBYP-V-SP,AV:3050888,TWBYP-V-SP,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWBYPV-HIL,AV:3050915,TWBYPV-HIL,
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWBYPV-LOL,AV:3050914,TWBYPV-LOL,
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFLOW-GPM-X,AV:3050882,TWFLOW-GPM-X,
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFlow-GPM-X1,AV:3050973,TWFlow-GPM-X1,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFlow-GPM-X2,AV:3050971,TWFlow-GPM-X2,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFlow-GPM-X3,AV:3050972,TWFlow-GPM-X3,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFlow-GPMSP,AV:3050880,TWFlow-GPMSP,Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFlow-WB1,AV:3050881,TWFlow-WB1,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFlow-WB2,AV:3050883,TWFlow-WB2,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWFlow-WB3,AV:3050879,TWFlow-WB3,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWMU-GPM-WSP,AV:3050900,TWMU-GPM-WSP,Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWMU-LVL-SP,AV:3050898,TWMU-LVL-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWMUV-HIL,AV:3050871,TWMUV-HIL,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWMUV-LOL,AV:3050870,TWMUV-LOL,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-SP1,AV:3050890,TWST-SP1,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-SP2,AV:3050892,TWST-SP2,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-SP3,AV:3050891,TWST-SP3,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-SP4,AV:3050889,TWST-SP4,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-SP5,AV:3050887,TWST-SP5,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-WB1,AV:3050893,TWST-WB1,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-WB2,AV:3050896,TWST-WB2,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-WB3,AV:3050894,TWST-WB3,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-WB4,AV:3050886,TWST-WB4,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.TWST-WB5,AV:3050885,TWST-WB5,Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.Parameters.Winter Mode,BV:3050861,Winter Mode,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF1-S,BI:3050797,HRN.TF1-S,Tower Fan 1 Status
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF1-SC,AO:3050785,HRN.TF1-SC,Tower Fan 1 Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF1-SS,BO:3050786,HRN.TF1-SS,Tower Fan 1 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF1-VIB,BI:3050776,HRN.TF1-VIB,Tower Fan 1 Vibration Switch
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF2-S,BI:3050798,HRN.TF2-S,Tower Fan 2 Status
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF2-SC,AO:3050799,HRN.TF2-SC,Tower Fan 2 Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF2-SS,BO:3050784,HRN.TF2-SS,Tower Fan 2 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF2-VIB,BI:3050777,HRN.TF2-VIB,Tower Fan 2 Vibration Switch
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF3-S,BI:3050791,HRN.TF3-S,Tower Fan 3 Status
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF3-SC,AO:3050800,HRN.TF3-SC,Tower Fan 3 Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF3-SS,BO:3050794,HRN.TF3-SS,Tower Fan 3 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF3-VIB,BI:3050769,HRN.TF3-VIB,Tower Fan 3 Vibration Switch
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF4-S,BI:3050792,HRN.TF4-S,Tower Fan 4 Status
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF4-SC,AO:3050801,HRN.TF4-SC,Tower Fan 4 Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF4-SS,BO:3050795,HRN.TF4-SS,Tower Fan 4 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TF4-VIB,BI:3050770,HRN.TF4-VIB,Tower Fan 4 Vibration Switch
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TP1-S,BI:3050782,HRN.TP1-S,Tower Pump 1 Status
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TP1-SC,AO:3050783,HRN.TP1-SC,Tower Pump 1 Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TP1-SS,BO:3050787,HRN.TP1-SS,Tower Pump 1 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TP2-S,BI:3050793,HRN.TP2-S,Tower Pump 2 Status
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TP2-SC,AO:3050802,HRN.TP2-SC,Tower Pump 2 Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TP2-SS,BO:3050796,HRN.TP2-SS,Tower Pump 2 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-199-LVL,AI:3066901,HRN.TW-199-LVL,199 Tank Level
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-BSN-HT,BO:3050775,HRN.TW-BSN-HT,Tower Basin Heat Start/Stop
